Right_Answer,Answer,No
snake,sounds,261
snake,pppsst,262
snake,psstt,262
snake,(like,262
snake,air,262
snake,escaping),262
snake,pssseee,263
snake,quick,264
snake,quiet,265
snake,quietly,266
snake,warning,266
snake,radio,267
snake,syntonization,267
snake,rain,268
snake,rattle,269
snake,rattle,270
snake,like,270
snake,snake,270
snake,rattlesnake,271
snake,relaxed,272
snake,or,272
snake,entertained,272
snake,rubbing,273
snake,hands,273
snake,s,274
snake,-tss-,274
snake,tststss,274
snake,sand,275
snake,sand,276
snake,storm,276
snake,scaring,277
snake,scaring,278
snake,off,278
snake,schchchchttt,279
snake,schhschhh,280
snake,sea,281
snake,sea,282
snake,wave,282
snake,shaker,283
snake,sharp,284
snake,inhale,284
snake,sharpen,285
snake,sharpening,286
snake,knife,286
snake,sheechecheechhee,287
snake,shhh,288
snake,shhhh,289
snake,shhhh,290
snake,shhhhhh,290
snake,shhhh-weaw,291
snake,shhh,291
snake,shhhhs,292
snake,shifting,293
snake,shock,294
snake,shoo,295
snake,shooting,296
snake,shower,297
snake,shower,298
snake,starting,298
snake,shshhhhsh,299
snake,shshshs,300
snake,shshshshshshsssssh,301
snake,shssshshshsshs,302
snake,shuffling,303
snake,shushing,304
snake,shut,305
snake,up,305
snake,sieve,306
snake,silence,307
snake,silencing,308
snake,silencing,309
snake,someone,309
snake,sing,310
snake,singing,311
snake,sip,312
snake,sizzle,313
snake,sizzling,314
snake,sizzling,315
snake,hot,315
snake,sleep,316
snake,slice,317
snake,sliding,318
snake,slither,319
snake,slurp,320
snake,slurping,321
snake,smelling,322
snake,smooth,323
snake,snake,324
snake,snake,325
snake,sound,325
snake,sniff,326
snake,sniffing,327
snake,sniffling,328
snake,snore,329
snake,soft,330
snake,drinks,330
snake,opening,330
snake,soft,331
snake,imitation,331
snake,explosion,331
snake,someone,332
snake,got,332
snake,hurt,332
snake,something,333
snake,dragging,333
snake,something,334
snake,hot,334
snake,something,335
snake,moving,335
snake,quickly,335
snake,something,336
snake,not,336
snake,going,336
snake,as,336
snake,it,336
snake,should,336
snake,something,337
snake,went,337
snake,wrong,337
snake,soup,338
snake,noodles,338
snake,speinkler,339
snake,splash,340
snake,splashing,341
snake,splashing,342
snake,water,342
snake,spray,343
snake,sprinkler,344
snake,sprinklers,345
snake,sprinkling,346
snake,sounds,346
snake,squeezing,347
snake,srrtrthhthth,348
snake,sshhh,349
snake,sshhheo,349
snake,sss,350
snake,tsss,350
snake,tss,350
snake,tssss,350
snake,tssssss,350
snake,sss-tuh,351
snake,tuh,351
snake,tuh,351
snake,st-st-st,351
snake,ssssss,352
snake,ssstststs,353
snake,steam,354
snake,stetei,355
snake,storm,356
snake,stressed,357
snake,suck,358
snake,hard,358
snake,sucking,359
snake,saliva,359
snake,sucking,360
snake,sound,360
snake,summer,361
snake,surprised/scared,362
snake,suss,363
snake,suss,363
snake,sweeping,364
snake,swiping,365
snake,metal,365
snake,sheet,365
snake,swipping,366
snake,swish,367
snake,swoosh,368
snake,sword,369
snake,sword,370
snake,clash,370
snake,symbol,371
snake,sympathy,372
snake,take,373
snake,taking,374
snake,a,374
snake,sip,374
snake,tambourine,375
snake,tchhh,376
snake,telling,377
snake,someone,377
snake,to,377
snake,shut,377
snake,up,377
snake,territory,378
snake,mark,378
snake,that's,379
snake,painful,379
snake,think,380
snake,thinking,381
snake,thunder,382
snake,to,383
snake,burn,383
snake,touch,384
snake,something,384
snake,hot,384
snake,train,385
snake,ts,386
snake,ts,386
snake,ts,387
snake,ts,387
snake,ts,387
snake,tsk,388
snake,tsk,389
snake,tsk,389
snake,tsk,389
snake,tsss,390
snake,tatisstistsss,390
snake,tsss,391
snake,ts,391
snake,ts,391
snake,ts,391
snake,ts,391
snake,ts,391
snake,tssssss,392
snake,tsssssss,393
snake,tssstsss,394
snake,tsst,395
snake,tstt,395
snake,(like,395
snake,a,395
snake,drum,395
snake,cymbal),395
snake,unknown,396
snake,unlucky,397
snake,using,398
snake,straw,398
snake,vague,399
snake,mouth,399
snake,sounds,399
snake,waiting,400
snake,warning,401
snake,washing,402
snake,watch,403
snake,out,403
snake,water,404
snake,water,405
snake,currents,405
snake,water,406
snake,explosion,406
snake,water,407
snake,on,407
snake,fire,407
snake,water,408
snake,pipe,408
snake,noise,408
snake,waterjet,409
snake,watter,410
snake,out,410
snake,waves,411
snake,weshiot,412
snake,white,413
snake,noise,413
snake,whizzing,414
snake,whoooosh,415
snake,wind,416
snake,NA,417
that,aaaahhh,1
that,surprised,1
that,aaaaaam,2
that,aaaaah?,3
that,aaaah,4
that,acknowledge,5
that,addressing,6
that,someone,6
that,admiration,7
that,admired,8
that,agree,9
that,"ah,",10
that,questioning,10
that,or,10
that,understanding,10
that,aha,11
that,ahem,12
that,ahh,13
that,ahhh,14
that,then,14
that,spit,14
that,ahhhh,15
that,amm,16
that,"anne,",17
that,name,17
that,approval,18
that,assenting,19
that,awe,20
that,bite,21
that,bored,22
that,boring,23
that,calm,24
that,closing,25
that,door,25
that,contemplating,26
that,danger,27
that,delicious,28
that,disappointed,29
that,discovery,30
that,discredit,31
that,doubt,32
that,eating,33
that,eat,34
that,eating,35
that,enlightened,36
that,ergh,37
that,esting,38
that,falling,39
that,feeding,40
that,feeding,41
that,baby,41
that,feminine,42
that,annm,42
that,filler,43
that,words,43
that,fimding,44
that,something,44
that,out,44
that,finding,45
that,something,45
that,out,45
that,food,46
that,"groanibg,",47
that,mooing,47
that,how?,48
that,hurt,49
that,i,50
that,see,50
that,i,51
that,get,51
that,it,51
that,i,52
that,like,52
that,it,52
that,i,53
that,see,53
that,i,54
that,see,54
that,what,54
that,you,54
that,mean,54
that,now,54
that,i,55
that,understand,55
that,i,56
that,understand,56
that,now,56
that,i,57
that,understand.,57
that,now,57
that,indecisive,58
that,inspiration,59
that,interest/intrigue,60
that,interesting,61
that,loud,62
that,voice,62
that,male,63
that,,63
that,strange,63
that,sounds,63
that,maybe,64
that,men’s,65
that,ouuu,65
that,mild,66
that,agree,66
that,mild,67
that,surprise,67
that,oh,68
that,oh,69
that,i,69
that,see,69
that,okay,70
that,old,71
that,man,71
that,understands,71
that,oooh,72
that,opening,73
that,mouth,73
that,pain,74
that,pause,75
that,perplexed,76
that,plane,77
that,eating,77
that,relieve,78
that,realising,79
that,realization,80
that,realize,81
that,realizing,82
that,really?,83
that,really?,84
that,a,84
that,question,84
that,mark,84
that,sing,85
that,sound,86
that,saying,87
that,what,87
that,sigh,88
that,surprise,89
that,surprised,90
that,think,91
that,thinking,92
that,"thinking,",93
that,ummm,94
that,undecided,95
that,understand,96
that,understanding,97
that,undestanding,98
that,uuuuuh,99
that,verbal,100
that,affirmation,100
that,"what,",101
that,em,101
that,woman,102
that,woman,103
that,enjoying,103
that,food,103
that,woman,104
that,singing,104
that,wondering,105
that,yawn,106
that,yawning,107
that,yes,108
that,yum,109
that,"aa,",110
that,like,110
that,discovering,110
that,aaaaaa,111
that,aaaaaammmm,112
that,aaaahaha,113
that,aaaahhhhht,114
that,aaaahhht,115
that,aaaammmm,116
that,aaah,117
that,aaahg,118
that,aaahhhh,119
that,aaahme,120
that,aaahmmm,121
that,aaam,122
that,aaammmmm,123
that,aaerm,124
that,aah,125
that,-,125
that,understanding,125
that,aahhhatwt,126
that,aahm,127
that,aahmm,128
that,ache,129
that,"acknowledgement,",130
that,understanding,130
that,acknowledging,131
that,admirery,132
that,of,132
that,idea,132
that,adults,133
that,talking,133
that,child,133
that,again?,134
that,agree,135
that,agreeing,136
that,ahh,137
that,ahhh,138
that,ahhhh,139
that,ahhhh,140
that,tu,140
that,ahm,141
that,ahm,142
that,(expression),142
that,alright,143
that,amazed,144
that,amazed,145
that,man,145
that,amazement,146
that,amm,147
that,ammm,148
that,and,149
that,angry,150
that,annoy,151
that,annoyance,152
that,annoyed,153
that,approval,154
that,arg,155
that,asking,156
that,to,156
that,stop,156
that,assent,157
that,assenting,158
that,assenting,159
that,unpleasant,159
that,comment,159
that,attempt,160
that,to,160
that,catch,160
that,air,160
that,attention,161
that,awe,162
that,baby,163
that,babytalk,164
that,be,165
that,calm,165
that,being,166
that,pleasantly,166
that,surprised,166
that,being,167
that,startled,167
that,big,168
that,bite,168
that,bored,169
that,boring,170
that,calm,171
that,understanding,171
that,cartoon,172
that,farmer,172
that,come,173
that,complaint,174
that,comprehension,175
that,confused,176
that,confusion,177
that,disbelief,178
that,discontent,179
that,discovering,180
that,discovering,181
that,something,181
that,disgust,182
that,do,183
that,it,183
that,doctor,184
that,don't,185
that,know,185
that,dont,186
that,know,186
that,doubt,187
that,doubtful,188
that,eating,189
that,eating,190
that,delicious,190
that,meal,190
that,eeem,191
that,epiphany,192
that,errrrm,193
that,(thinking),193
that,exacerbate,194
that,exclamation,195
that,explaining,196
that,facinastion,197
that,fearful,198
that,groan,198
that,feed,199
that,feeding,200
that,child,200
that,female,201
that,noise,201
that,figuring,202
that,out,202
that,finally,203
that,understanding,203
that,something,203
that,find,204
that,solution,204
that,gentle,205
that,attention,205
that,gh-huhh,206
that,glee,207
that,goat,208
that,got,209
that,it,209
that,grateful,210
that,surprise,210
that,greeting,211
that,grunt,212
that,haaa,213
that,haaaam,214
that,ham,215
that,heat,216
that,hhaaa,217
that,hhowa,218
that,huagh,219
that,huam,220
that,huh,221
that,hum,222
that,humm,223
that,hungry,224
that,i,225
that,didn't,225
that,understand,225
that,i,226
that,dont,226
that,know,226
that,i,227
that,like,227
that,it,227
that,i,228
that,see,228
that,i,229
that,understand,229
that,now,229
that,i,230
that,undertand,230
that,idea,231
that,idk,232
that,impatience,233
that,impatient,234
that,interesting,235
that,its,236
that,ok,236
that,knowledge,237
that,known,238
that,lament,239
that,look,240
that,looking,241
that,for,241
that,words,241
that,low,242
that,scream,242
that,male,243
that,vocal,243
that,man,244
that,man,245
that,intrigued,245
that,mild,246
that,surprise,246
that,mimick,247
that,sound,247
that,moaning,248
that,mom,249
that,moo,250
that,mooing,251
that,nervous,252
that,filler,252
that,word,252
that,“um”,252
that,nice,253
that,surprise,253
that,not,254
that,bad,254
that,not,255
that,sure,255
that,now,256
that,oahhh,257
that,oh,258
that,i,258
that,see,258
that,oh,259
that,i,259
that,understand,259
that,oh,260
that,cool,260
that,oh,261
that,my,261
that,oh,262
that,ok,262
that,oh,263
that,right,263
that,oh,264
that,wow,264
that,"oh,",265
that,really?,265
that,ohh,266
that,ohhh,267
that,ok,268
that,ok,268
that,ooo,269
that,ooohhh,270
that,open,271
that,open,272
that,mouth,272
that,open,273
that,wide,273
that,opening,274
that,mouth,274
that,opening,275
that,wide,275
that,out,276
that,pain,277
that,person,278
that,understanding,278
that,something,278
that,pondering,279
that,"pondering,",280
that,not,280
that,sure,280
that,puzzled,281
that,questioning,282
that,an,282
that,action,282
that,realisation,283
that,realise,284
that,realise,285
that,something,285
that,realization,286
that,realize,287
that,realizing,288
that,realizing,289
that,something,289
that,"realizing,",290
that,understand,290
that,really?,291
that,reflecting,292
that,relief,293
that,revelation,294
that,right,295
that,satisfaction,296
that,satisfied,297
that,say,298
that,ah,298
that,scared,299
that,scream,300
that,shock,301
that,sigh,302
that,sing,303
that,singing,304
that,sleep,305
that,sleepiness,306
that,sleeping,307
that,sleepy,308
that,snoring,309
that,sound,310
that,of,310
that,astonishment,310
that,started,311
that,to,311
that,understand,311
that,startled,312
that,sudden,313
that,realization,313
that,suddenly,314
that,clicked,314
that,suprised,315
that,surprise,316
that,"surprise,",317
that,intrigue,317
that,surprised,318
that,surprised,319
that,man,319
that,surprising,320
that,taking,321
that,a,321
that,bite,321
that,tasting,322
that,teaching,323
that,to,323
that,eat,323
that,thank,324
that,you,324
that,there,325
that,you,325
that,are,325
that,think,326
that,thinking,327
that,thought,328
that,tired,329
that,tiredness,330
that,to,331
that,hesitate,331
that,towards,332
that,cow,332
that,ueaaaaa,333
that,tup,333
that,uhhh,334
that,(realisation,334
that,noise),334
that,uhm,335
that,umm,336
that,ummmm..,337
that,uncertainty,338
that,understand,339
that,understanding,340
that,understanding,341
that,noises,341
that,understanding,342
that,something,342
that,understandment,343
that,understood,344
that,undestand,345
that,unique,346
that,excitement,346
that,unsure,347
that,uohh...,348
that,salutation..,348
that,surprise,348
that,uohs,349
that,upset,350
that,uuhm,351
that,uuuhhm,352
that,uuummmmm,353
that,sound,353
that,uuurh,354
that,(realisation),354
that,uuuuee,355
that,uuuuhhh,356
that,pt,356
that,vomit,357
that,waa,358
that,wake,359
that,up,359
that,waking,360
that,up,360
that,walked,361
that,weakness,362
that,what,363
that,who,364
that,whoa!,365
that,whooooa,366
that,willing,367
that,to,367
that,eat,367
that,woah,368
that,woman,369
that,liking,369
that,her,369
that,food,369
that,wonder,370
that,wondering,371
that,wooh,372
that,wouw,373
that,yaw,374
that,yawn,375
that,yawning,376
that,yes,377
that,yum,378
that,NA,379
this,annoyance,1
this,accepting,2
this,an,2
this,idea,2
this,acknowledge,3
this,address,4
this,affirmation,5
this,agree,6
this,agreeable,7
this,agreement,8
this,beer,9
this,calm,10
this,closing,11
this,a,11
this,box,11
this,closing,12
this,a,12
this,window,12
this,consent,13
this,consenting,14
this,contented,15
this,continue,16
this,"defeat,",17
this,tiredness,17
this,dentro,18
this,disgust,19
this,disinterest,20
this,dismissive,21
this,doubt,22
this,doubting,23
this,ehm,24
this,"em,",25
this,"what,",25
this,question,25
this,em.,26
this,emmm,27
this,energyless,28
this,agreeing,28
this,enter,29
this,erm,30
this,excuse,31
this,me,31
this,funny,32
this,him,33
this,hee,34
this,heh,35
this,hey,36
this,him,37
this,hmm,38
this,hmm,39
this,hmm,39
this,hmm,40
this,hmmm,40
this,"hmm,",41
this,what,41
this,hmmph,42
this,hmph,43
this,ho,44
this,hum,44
this,hum,45
this,humming,46
this,i,47
this,am,47
this,i,48
this,don't,48
this,believe,48
this,you,48
this,i,49
this,see,49
this,i,50
this,think,50
this,so,50
this,ihm,51
this,in,52
this,indiference,53
this,indifference,54
this,indifferent,55
this,indifferent,56
this,acknowledgment,56
this,inn,57
this,interesting,58
this,is,59
this,that,59
this,so,59
this,just,60
this,accepting,60
this,an,60
this,idea,60
this,laugh,61
this,laughing,62
this,letter,63
this,m,63
this,low,64
this,low,65
this,sound,65
this,mmh,66
this,machine,67
this,meh,68
this,men’s,69
this,low,69
this,eeeeee,69
this,men’s,70
this,mmm,70
this,mh,71
this,mh,71
this,mild,72
this,mischievous,73
this,sneer,73
this,mum,74
this,no,75
this,with,75
this,sigh,75
this,not,76
this,sure,76
this,now,77
this,i,77
this,see,77
this,ok,78
this,ok,79
this,sound,79
this,ok!,80
this,okay,81
this,pause,82
this,pondering,83
this,possibly,84
this,proud,85
this,of,85
this,myself,85
this,quiet,86
this,sound,86
this,reading,87
this,realising,88
this,realization,89
this,right,90
this,sound,91
this,satisfied,92
this,short,93
this,sound,93
this,shrug,94
this,sigh,95
this,sneeze,96
this,so,97
this,what,97
this,speak,98
this,speaking,99
this,strange,100
this,sound,100
this,surprise,101
this,talk,102
this,think,103
this,thoughtful,104
this,"thoughtful,",105
this,pensive,105
this,tired,106
this,uhm.,107
this,uhum,108
this,um,109
this,"um,",110
this,um....,110
this,umm,111
this,undecided,112
this,understand,113
this,unfazed,114
this,unimpressed,115
this,unsure,116
this,voice,117
this,exercise,117
this,whatever,118
this,women’s,119
this,emmm,119
this,wonder,120
this,worry,121
this,yes,122
this,young,123
this,a,124
this,little,124
this,disappointed,124
this,accept,125
this,acknowledge,126
this,acknowledgement,127
this,acquiescence,128
this,adults,129
this,talking,129
this,child,129
this,affirmation,130
this,affirmative,131
this,affirmative,132
this,response,132
this,affirming,133
this,affirmitive,134
this,sound,134
this,afirmation,135
this,agree,136
this,"agree,",137
this,ok,137
this,agreeing,138
this,agreeing,139
this,with,139
this,someone,139
this,agreement,140
this,aha,141
this,ahem,142
this,aim,143
this,alert,144
this,alphabet,145
this,amusement,146
this,apathy,147
this,appreciating,148
this,approval,149
this,approval,150
this,?,150
this,consent,150
this,?,150
this,approving,151
this,assens,152
this,assent,153
this,attention,154
this,baby,155
this,crying,155
this,being,156
this,unimpressed,156
this,bin,157
this,bird,158
this,bleat,159
this,bored,160
this,buzz,161
this,calm,162
this,chair,163
this,child,164
this,come,165
this,comprehension,166
this,comunicate,167
this,confirming,168
this,confused,169
this,consent,170
this,contempt,171
this,content,172
this,continue,173
this,talking,173
this,correct,174
this,could,175
this,be,175
this,either,175
this,cry,176
this,curious,177
this,curiousness,178
this,disagree,179
this,disapointed,180
this,disapointement,181
this,disappointment,182
this,disapproval,183
this,discord,184
this,discouraged,185
this,disdain,186
this,disinterest,187
this,dismissal,188
this,dispproval,189
this,dissaprove,190
this,distaste,191
this,distrust,192
this,don't,193
this,know,193
this,dont,194
this,know,194
this,door,195
this,doubt,196
this,doubt,197
this,?,197
this,doubting,198
this,drinking,199
this,ear,200
this,eating,201
this,eee,202
this,ehhh,203
this,ehm,204
this,ehmm,205
this,eiii,206
this,ekhm,207
this,emee,208
this,emm,209
this,emm,210
this,thinking,210
this,enjoy,211
this,enjoyment,212
this,envy,213
this,ergh,214
this,erm,215
this,"erm,",216
this,like,216
this,a,216
this,filler,216
this,word,216
this,when,216
this,talking,216
this,erm?,217
this,explaining,218
this,female,219
this,vocal,219
this,fine,220
this,friend,221
this,funny,222
this,giggle,223
this,go,224
this,away,224
this,good,225
this,got,226
this,it,226
this,grunting,227
this,hand,228
this,hearing,229
this,heeeem,230
this,hesitate,231
this,hey,232
this,hiim,233
this,him,234
this,hm,235
this,hm,235
this,hm,236
this,m,236
this,hmm,237
this,hmm,238
this,(bored,238
this,hmmm),238
this,hmm,239
this,hee,239
this,(as,239
this,in,239
this,don't,239
this,know),239
this,hmmm,240
this,hmmm,241
this,hum,241
this,hmmmm,242
this,how,243
this,do,243
this,i,243
this,say,243
this,this,243
this,huargh,244
this,hum,245
this,hum,246
this,in,246
this,agreement,246
this,hum,247
this,in,247
this,question,247
this,hum,248
this,of,248
this,acknowledgment,248
this,hum-hum,249
this,humming,250
this,hunger,251
this,i,252
this,don't,252
this,care,252
this,i,253
this,dont,253
this,know,253
this,i,254
this,understand,254
this,i'm,255
this,idk,256
this,ihm,257
this,ihmm,258
this,imm,259
this,immm,260
this,imp,261
this,"impatience,",262
this,annoyance,262
this,impatient,263
this,indecisive,264
this,indiference,265
this,indifference,266
this,indifferent,267
this,inh,268
this,insecurity,269
this,inside,270
this,interesting,271
this,intrigue,272
this,its,273
this,her,273
this,kirby,274
this,laugh,275
this,laughter,276
this,letter,277
this,m,277
this,letter,278
this,m,278
this,like,279
this,it,279
this,listening,280
this,little,281
this,joyful,281
this,comment,281
this,low,282
this,volume,282
this,moan,282
this,m,283
this,letter,283
this,maem,284
this,making,285
this,noise,285
this,man,286
this,maybe,287
this,meh,288
this,mew,289
this,mhh,290
this,mhhh,291
this,mhm,292
this,mhm,293
this,uhm,293
this,mhmmh,294
this,mm-hm,295
this,mm-hmm,296
this,mmh,297
this,mmh,298
this,mmh,298
this,mmm,299
this,mmm....,300
this,mmmju,301
this,myself,302
this,neutral,303
this,talking,303
this,nice,304
this,no,305
this,idea,305
this,nod,306
this,nodding,307
this,not,308
this,amused,308
this,not,309
this,caring,309
this,not,310
this,emotinal,310
this,sound,310
this,not,311
this,impressed,311
this,not,312
this,interesting,312
this,not,313
this,nice,313
this,comment,313
this,not,314
this,surprised,314
this,man,314
this,not,315
this,understood,315
this,nothing,316
this,now,317
this,of,318
this,course,318
this,oh,319
this,right,319
this,ok.,320
this,okay,321
this,olay,322
this,pause,323
this,pausing,324
this,pausing,325
this,a,325
this,sentence,325
this,pleased,326
this,pointing,327
this,pointing,328
this,at,328
this,someone,328
this,positively,329
this,accepting,329
this,prayer,330
this,pronouncing,331
this,m,331
this,quiet,332
this,reading,333
this,realize,334
this,realizing,335
this,really,336
this,reflection,337
this,sad,338
this,sadness,339
this,sated,340
this,satisfaction,341
this,satisfied,342
this,say,343
this,em,343
this,saying,344
this,a,344
this,letter,344
this,saying,345
this,m,345
this,shrug,346
this,shrugging,347
this,off,347
this,an,347
this,idea,347
this,sigh,348
this,silence,349
this,sleep,350
this,slight,351
this,agree,351
this,so,352
this,so,352
this,someone,353
this,someone,354
this,(him),354
this,something,355
this,smelling,355
this,speaking,356
this,spelling,357
this,spelling,358
this,m,358
this,statement,359
this,sure,360
this,surprise,361
this,syllable,362
this,talking,363
this,tasting,364
this,them,365
this,there,366
this,think,367
this,thinking,368
this,this,369
this,throat,370
this,clear,370
this,tick,371
this,to,372
this,nod,372
this,to,373
this,think,373
this,token,374
this,uh,375
this,huh,375
this,uhu,376
this,um,377
this,hesitant,377
this,umming,378
this,unamused,379
this,uncertainty,380
this,understanding,381
this,understood,382
this,uninsterest,383
this,unsure,384
this,vocalize,385
this,weird,386
this,whatever,387
this,whining,388
this,why,389
this,woman,390
this,wonder,391
this,wondering,392
this,work,393
this,yeet,394
this,yes,395
this,"yes,",396
this,correct,396
this,yum,397
this,NA,398
tiger,aaag,1
tiger,aggressive,2
tiger,airplane,3
tiger,alertness,4
tiger,anger,5
tiger,angry,6
tiger,animal,7
tiger,or,7
tiger,monster,7
tiger,annoyed,8
tiger,bear,9
tiger,burp,10
tiger,cat,11
tiger,danger,12
tiger,dangerous,13
tiger,disgust,14
tiger,exhaustion,15
tiger,facing,16
tiger,horror,16
tiger,feisty,17
tiger,furious,18
tiger,go,19
tiger,away,19
tiger,graaaaoow,20
tiger,great,21
tiger,anger,21
tiger,groanibg?,22
tiger,roaring?,22
tiger,groaning,23
tiger,growl,24
tiger,growling,25
tiger,beast,25
tiger,growning,26
tiger,grraaah,27
tiger,grunt,28
tiger,grunting,29
tiger,hhhohhohhohhohho,30
tiger,hungry,31
tiger,i,32
tiger,hate,32
tiger,you,32
tiger,i'm,33
tiger,angry,33
tiger,imponence,34
tiger,i’m,35
tiger,,35
tiger,irritated,35
tiger,joking,36
tiger,sound,36
tiger,lion,37
tiger,lion,38
tiger,roar,38
tiger,mad,39
tiger,male,40
tiger,irritating,40
tiger,spuds,40
tiger,men’s,41
tiger,high,41
tiger,oooo,41
tiger,meow,42
tiger,monster,43
tiger,monster,44
tiger,sound,44
tiger,oink,45
tiger,pain,46
tiger,roar,47
tiger,raaawr,48
tiger,raawr,49
tiger,rage,50
tiger,rawr,51
tiger,rawr,52
tiger,sound,52
tiger,rawrrrrr,53
tiger,really,54
tiger,angry,54
tiger,rest,55
tiger,roar,56
tiger,"roar,",57
tiger,"monster,",57
tiger,scary,57
tiger,roaring,58
tiger,roaring?,59
tiger,snore,60
tiger,sassy,61
tiger,"scare,",62
tiger,attack,62
tiger,scary,63
tiger,sound,63
tiger,"scary,",64
tiger,"monster,",64
tiger,lion,64
tiger,scream,65
tiger,screaming,66
tiger,sleep,67
tiger,sleeping,68
tiger,snarl,69
tiger,snarling,70
tiger,sound,70
tiger,snoar,71
tiger,snoozing,72
tiger,snore,73
tiger,snoring,74
tiger,snort,75
tiger,terrifying,76
tiger,monster,76
tiger,threat,77
tiger,tiger,78
tiger,tired,79
tiger,vibrating,80
tiger,vomit,81
tiger,warning,82
tiger,you,82
tiger,wild,83
tiger,zombie,84
tiger,a,85
tiger,beast,85
tiger,aaaahhh,86
tiger,aaagggggghhhh,87
tiger,aargh,88
tiger,adults,89
tiger,scaring,89
tiger,child,89
tiger,aeeeargh,90
tiger,aggressive,91
tiger,agitation,92
tiger,agressive,93
tiger,anger,94
tiger,angry,95
tiger,angry,96
tiger,bored,96
tiger,angry,97
tiger,defensive,97
tiger,angry,98
tiger,growl,98
tiger,angry,99
tiger,roar,99
tiger,animal,100
tiger,animal,101
tiger,anger,101
tiger,animal,102
tiger,attack,102
tiger,animal,103
tiger,growl,103
tiger,animal,104
tiger,roar,104
tiger,animal,105
tiger,roaring,105
tiger,animal,106
tiger,snoring,106
tiger,animalistic,107
tiger,sound,107
tiger,annoy,108
tiger,annoyed,109
tiger,argh,110
tiger,arrghh,111
tiger,asserting,112
tiger,dominance,112
tiger,back,113
tiger,off,113
tiger,be,114
tiger,at,114
tiger,ease,114
tiger,bear,115
tiger,bear,116
tiger,snoring,116
tiger,beast,117
tiger,beast,118
tiger,growl,118
tiger,bedtime,119
tiger,belch,120
tiger,big,121
tiger,cat,121
tiger,snarl,121
tiger,bored,122
tiger,boring,123
tiger,burp,124
tiger,car,125
tiger,car,126
tiger,driving,126
tiger,by,126
tiger,cat,127
tiger,cat,128
tiger,meowing,128
tiger,cat,129
tiger,purring,129
tiger,cat,130
tiger,snarl,130
tiger,cat,131
tiger,sound,131
tiger,chawo,132
tiger,cough,133
tiger,croak,134
tiger,cry,135
tiger,of,135
tiger,pain,135
tiger,danger,136
tiger,danger,137
tiger,anger,137
tiger,violence,137
tiger,"danger,",138
tiger,monster,138
tiger,dangerous,139
tiger,dangerous,140
tiger,beast,140
tiger,dangerous,141
tiger,monster,141
tiger,dinosaur,142
tiger,disgust,143
tiger,disinterested,144
tiger,dog,145
tiger,dragon,146
tiger,exclamation,147
tiger,fake,148
tiger,snore,148
tiger,fear,149
tiger,fed,150
tiger,up,150
tiger,feeling,151
tiger,relieved,151
tiger,feeling,152
tiger,unwell,152
tiger,feline,153
tiger,ferocious,154
tiger,animal,154
tiger,fierce,155
tiger,frightening,156
tiger,creature,156
tiger,frisky,157
tiger,frog,158
tiger,frustrated,159
tiger,furious,160
tiger,georrrrr,161
tiger,ghhheugh,162
tiger,gorilla,163
tiger,grauuu,164
tiger,grawling,165
tiger,groaning,166
tiger,groul,167
tiger,growl,168
tiger,growling,169
tiger,gruauuu,170
tiger,grunt,171
tiger,grunting,172
tiger,grunting,173
tiger,loudly,173
tiger,haaoowwlll,174
tiger,haoowwl,175
tiger,high,176
tiger,effort,176
tiger,hissing,177
tiger,hoarseness,178
tiger,hrrieaw,179
tiger,hrrreahhhhhhhhh,180
tiger,hrrreeuuu,181
tiger,huge,182
tiger,monster,182
tiger,jauummm,183
tiger,jeuah,184
tiger,leon,185
tiger,mimick,185
tiger,lion,186
tiger,lion,187
tiger,or,187
tiger,tiger,187
tiger,lion,188
tiger,roar,188
tiger,lion,189
tiger,roaring,189
tiger,lion's,190
tiger,roar,190
tiger,man,191
tiger,in,191
tiger,jungle,191
tiger,again,191
tiger,"man,",192
tiger,sound,192
tiger,marmot,193
tiger,menacing,194
tiger,meow,195
tiger,"mischievous,",196
tiger,playful,196
tiger,monster,197
tiger,monster,198
tiger,noise,198
tiger,monster,199
tiger,roaring,199
tiger,monster,200
tiger,sound,200
tiger,motor,201
tiger,mouth,202
tiger,sounds,202
tiger,no,203
tiger,comment,203
tiger,noisy,204
tiger,exhale,204
tiger,non,205
tiger,human,205
tiger,snore,205
tiger,owl,206
tiger,pig,207
tiger,pig,208
tiger,noise,208
tiger,pig,209
tiger,sound,209
tiger,(child),209
tiger,play,210
tiger,playing,211
tiger,with,211
tiger,toys,211
tiger,predator,212
tiger,predator,213
tiger,warning,213
tiger,primitive,214
tiger,purr,215
tiger,purring,216
tiger,raaaawrgh,217
tiger,raaarrr,218
tiger,raaawwwr,219
tiger,raawwwrrr,220
tiger,rage,221
tiger,raowwwllll,222
tiger,rare,223
tiger,rauuu,224
tiger,rawr,225
tiger,rearr,226
tiger,reauuu,227
tiger,relaxing,228
tiger,roar,229
tiger,roar,230
tiger,like,230
tiger,tiger,230
tiger,roar,231
tiger,lion,231
tiger,"roar,",232
tiger,danger,232
tiger,roaring,233
tiger,roaring,234
tiger,tiger,234
tiger,savage,235
tiger,scare,236
tiger,scare,237
tiger,someone,237
tiger,scared,238
tiger,scaring,239
tiger,scaring,240
tiger,off,240
tiger,something,240
tiger,scaring,241
tiger,someone,241
tiger,scary,242
tiger,scary,243
tiger,monster,243
tiger,scary,244
tiger,roar,244
tiger,scream,245
